reportDay,snapshotTs,daySnapshotRowCount,invoiceId,customerId,customerName,invoiceDate,amount
2026-03-09,2026-03-09T00:00:00.000Z,771,20189307,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-12-17,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201903316,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-04-09,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202506406,1319905,"Daikin Comfort Technologies Mfg., Inc.",2025-09-25,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600562,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202007237,1738500,Regal Beloit Corporate - US,2020-10-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201902398,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-03-13,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202006901,1115301,"Bulldog Field Equipment, LLC",2020-01-31,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120210,1520802,Lennox Industries Mfg Plant,2018-01-19,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120436,1520802,Lennox Industries Mfg Plant,2018-01-26,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120496,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-01-26,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120646,1520802,Lennox Industries Mfg Plant,2018-02-02,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121058,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-02-15,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20181715,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-04-23,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20188266,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-11-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201901189,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-02-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201901908,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-02-26,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202202062,1520804,LII Mexico Holdings LTD,2022-03-21,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202206944,1319905,"Daikin Comfort Technologies Mfg., Inc.",2022-09-09,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202402540,1319903,Daikin - SLP MX,2024-04-24,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202402680,1319903,Daikin - SLP MX,2024-04-30,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120003,1520802,Lennox Industries Mfg Plant,2018-01-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202006353,1822501,Supply Technologies,2020-09-14,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202000925,1319905,"Daikin Comfort Technologies Mfg., Inc.",2020-01-31,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,119778,1520802,Lennox Industries Mfg Plant,2018-01-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120824,1520802,Lennox Industries Mfg Plant,2018-02-09,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121064,1520802,Lennox Industries Mfg Plant,2018-02-16,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201909620,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-10-15,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202109768,1319905,"Daikin Comfort Technologies Mfg., Inc.",2021-11-30,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,110325,1520802,Lennox Industries Mfg Plant,2017-02-23,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201901297,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-02-07,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201902339,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-03-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201909016,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-09-25,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202006483,1577106,Modine Mfg Co. - MO,2020-09-17,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202007554,1577106,Modine Mfg Co. - MO,2020-10-22,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202008082,1577106,Modine Mfg Co. - MO,2020-11-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202100922,1577106,Modine Mfg Co. - MO,2021-02-02,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202105165,1520801,Lennox Industries,2021-06-28,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202108487,1319905,"Daikin Comfort Technologies Mfg., Inc.",2021-10-15,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202205236,1192501,"Draeger, Inc.",2022-07-15,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202302770,1526801,Link Systems,2023-08-17,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202002952,1319905,"Daikin Comfort Technologies Mfg., Inc.",2020-04-28,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,117983,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-10-20,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,119783,1520802,Lennox Industries Mfg Plant,2018-01-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20186298,1577102,Modine Mfg Co. - TN,2018-09-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20187120,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-10-08,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201901260,1687701,Paddock Pool Equipment,2019-02-07,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201901271,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-02-07,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201906535,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-07-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201910205,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-11-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202003810,1319905,"Daikin Comfort Technologies Mfg., Inc.",2020-06-03,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202106938,1520802,Lennox Industries Mfg Plant,2021-08-20,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202109744,1319905,"Daikin Comfort Technologies Mfg., Inc.",2021-11-30,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202207333,1319905,"Daikin Comfort Technologies Mfg., Inc.",2022-09-22,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20181280,1577106,Modine Mfg Co. - MO,2018-04-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121337,1520801,Lennox Industries,2018-02-26,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20183424,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-06-15,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202206759,1319905,"Daikin Comfort Technologies Mfg., Inc.",2022-09-06,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,113466,1115301,"Bulldog Field Equipment, LLC",2017-06-02,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,116479,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-09-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,116642,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-09-11,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120441,1520802,Lennox Industries Mfg Plant,2018-01-26,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120828,1520802,Lennox Industries Mfg Plant,2018-02-09,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121068,1520802,Lennox Industries Mfg Plant,2018-02-16,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20184606,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-07-24,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201902132,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-03-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201902644,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-03-21,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202006104,1319905,"Daikin Comfort Technologies Mfg., Inc.",2020-09-02,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202203789,1319905,"Daikin Comfort Technologies Mfg., Inc.",2022-05-16,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202402831,1129701,Carrier Corporation,2024-05-06,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,112689,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-05-06,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,112427,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-04-28,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202300173,1572301,Miller-Leaman Inc.,2023-01-13,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120147,1034704,Allied Air Enterprises,2018-01-18,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120482,1520801,Lennox Industries,2018-01-29,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120805,1034704,Allied Air Enterprises,2018-02-08,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121000,1319905,"Daikin Comfort Technologies Mfg., Inc.",2018-02-14,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121027,1034704,Allied Air Enterprises,2018-02-15,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201903162,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-04-04,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,116403,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-08-31,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121070,1520802,Lennox Industries Mfg Plant,2018-02-16,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20182473,1520802,Lennox Industries Mfg Plant,2018-05-18,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202109085,1319905,"Daikin Comfort Technologies Mfg., Inc.",2021-11-04,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,109317,1520804,LII Mexico Holdings LTD,,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,112833,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-05-10,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,119779,1520802,Lennox Industries Mfg Plant,2018-01-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120211,1520802,Lennox Industries Mfg Plant,2018-01-19,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20180790,1115301,"Bulldog Field Equipment, LLC",2018-03-23,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201903143,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-04-04,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201905463,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-06-10,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201910429,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-11-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,111684,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-04-03,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20181411,1520804,LII Mexico Holdings LTD,2018-04-16,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,119777,1520802,Lennox Industries Mfg Plant,2018-01-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20180161,1520801,Lennox Industries,2018-03-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,20180372,1520801,Lennox Industries,2018-03-09,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,112573,1520802,Lennox Industries Mfg Plant,2017-05-04,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,115870,1520801,Lennox Industries,2017-08-14,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,110159,1024507,"Air System Components, Inc.",2017-02-20,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,111731,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-04-03,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120437,1520802,Lennox Industries Mfg Plant,2018-01-26,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120647,1520802,Lennox Industries Mfg Plant,2018-02-02,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120825,1520802,Lennox Industries Mfg Plant,2018-02-09,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121065,1520802,Lennox Industries Mfg Plant,2018-02-16,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201906738,1319905,"Daikin Comfort Technologies Mfg., Inc.",2019-07-19,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,201909500,1520801,Lennox Industries,2019-10-14,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120005,1520802,Lennox Industries Mfg Plant,2018-01-12,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120439,1520802,Lennox Industries Mfg Plant,2018-01-26,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202300452,1520802,Lennox Industries Mfg Plant,2023-02-03,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120687,1520801,Lennox Industries,2018-02-05,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121066,1520802,Lennox Industries Mfg Plant,2018-02-16,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,121456,1034704,Allied Air Enterprises,2018-03-01,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,114302,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-06-23,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202107780,1319905,"Daikin Comfort Technologies Mfg., Inc.",2021-09-21,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,120649,1520802,Lennox Industries Mfg Plant,2018-02-02,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,112238,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-04-21,0.00
2026-03-09,2026-03-09T00:00:00.000Z,771,112010,1319905,"Daikin Comfort Technologies Mfg., Inc.",2017-04-12,0.00
